galacticasitrep,RT @SlowFoodUSA: RT @nytimes: Readers have posed 300 food Qs for @michaelpollan. He'll answer the most popular ones. Vote & add yours: nyti.ms/oO7HfD,Mon Oct 03 12:10:09 CDT 2011
ErincFlynn,Congrats @ravineswine! RT @FLXWineLady Congrats to Ravines for making the New York Times. Go #flxwine!! nyti.ms/qzBg7q,Mon Oct 03 12:10:37 CDT 2011
Narries,RT @SlowFoodUSA: RT @nytimes: Readers have posed 300 food Qs for @michaelpollan. He'll answer the most popular ones. Vote & add yours: nyti.ms/oO7HfD,Mon Oct 03 12:10:54 CDT 2011
RevolveMagazine,RT @nytimesworld: World Briefing | Africa: Western Sahara: Report of Torture http://nyti.ms/eyeCSs,Mon Oct 03 12:13:30 CDT 2011
damiencave,"Lots of new comments on immigration story  incl ""And they still don't bother to learn English"" http://nyti.ms/… (cont) http://t.co/96orDbXG",Mon Oct 03 12:13:31 CDT 2011
carlydefilippo,RT @SlowFoodUSA: RT @nytimes: Readers have posed 300 food Qs for @michaelpollan. He'll answer the most popular ones. Vote & add yours: nyti.ms/oO7HfD,Mon Oct 03 12:14:22 CDT 2011
AbdelfatahMoh,RT @nytimesworld: World Briefing | Africa: Western Sahara: Report of Torture http://nyti.ms/eyeCSs,Mon Oct 03 12:14:39 CDT 2011
culinaryphoto,@nytimes: Readers have posed 300 food Qs for @michaelpollan. He'll answer the most popular ones. Vote & add yours: nyti.ms/oO7HfD,Mon Oct 03 12:15:06 CDT 2011
EmptyNestExpat,RT @SlowFoodUSA: RT @nytimes: Readers have posed 300 food Qs for @michaelpollan. He'll answer the most popular ones. Vote & add yours: nyti.ms/oO7HfD,Mon Oct 03 12:20:04 CDT 2011
MLAlexion,RT @davidaxelrod: Globally  people are marching  even dying  for democracy. Shameful that in USA  GOP is trying to discourage voting. http://nyti.ms/maer05,Mon Oct 03 12:20:10 CDT 2011
laura_schof,oh the many wonders of #twitter http://t.co/le7zlKxy,Mon Oct 03 12:20:39 CDT 2011
AVeggieFoodie,RT @SlowFoodUSA: RT @nytimes: Readers have posed 300 food Qs for @michaelpollan. He'll answer the most popular ones. Vote & add yours: nyti.ms/oO7HfD,Mon Oct 03 12:22:12 CDT 2011
Barack_On_Blast,RT @TarSandsAction More Coverage Of State Dept Keystone XL Scandal: @NYTimes: nyti.ms/nhx80B #noKXL #tardands #cleanenergy #eco #green,Mon Oct 03 12:31:04 CDT 2011
PeterDawsonUSA,House Sets Up Battle on Labor  Education and Health Funding http://t.co/cFSiR7iF http://t.co/2sfZ2qvd,Mon Oct 03 12:31:17 CDT 2011
SussetCabrera,You girls need to submit your pics @anniecvazquez @vintagemavens RT @nytimesfashion Submit Your Street Style Photos nyti.ms/o3RejW #fashion,Mon Oct 03 12:35:45 CDT 2011
franklinpup,But mostly my close-up. RT @nicatnyt: In the Times  @franklinpup’s closeup -- & a look at how @mashable has grown & expanded nyti.ms/pbvV2B,Mon Oct 03 12:39:26 CDT 2011
veeteefunk,RT @artsbeat 'Red' and 'Carnage' Find New Life Well Beyond Broadway nyti.ms/pBvdnx,Mon Oct 03 12:39:51 CDT 2011
cestquica,RT @SlowFoodUSA: RT @nytimes: Readers have posed 300 food Qs for @michaelpollan. He'll answer the most popular ones. Vote & add yours: nyti.ms/oO7HfD,Mon Oct 03 12:44:33 CDT 2011
food_democracy,She works 4 Obama @tomphilpott whether H Clinton would be more progressive prez than Obama should read thus nyti.ms/nhx80B,Mon Oct 03 12:49:20 CDT 2011
limegreenpeach,RT @hannawanzenried: Great read --> Choosing a Pronoun - He  She or Other @NYTimes nyti.ms/nbigxv #transgender #lgbt via @samirluther,Mon Oct 03 12:49:23 CDT 2011
Merlyn43,RT @davidaxelrod: Globally  people are marching  even dying  for democracy. Shameful that in USA  GOP is trying to discourage voting. http://nyti.ms/maer05,Mon Oct 03 12:51:04 CDT 2011
mekadomurphy,"My video chat with doc filmmaker Frederick Wiseman  whose latest  ""Crazy Horse "" is at #NYFF nyti.ms/of2hAe",Mon Oct 03 12:52:57 CDT 2011
kalealugo,RT @davidaxelrod: Globally  people are marching  even dying  for democracy. Shameful that in USA  GOP is trying to discourage voting. http://nyti.ms/maer05,Mon Oct 03 12:53:12 CDT 2011
terri_georgia,RT @davidaxelrod: Globally  people are marching  even dying  for democracy. Shameful that in USA  GOP is trying to discourage voting. http://nyti.ms/maer05,Mon Oct 03 12:54:13 CDT 2011
StaceyLSimon,Great article about online patient communities. RT @nytimesscience: Personal Health: Using the Web Wisely in a Health Crisis nyti.ms/pF38M0,Mon Oct 03 12:54:33 CDT 2011
sherijr,RT @davidaxelrod: Globally  people are marching  even dying  for democracy. Shameful that in USA  GOP is trying to discourage voting. http://nyti.ms/maer05,Mon Oct 03 12:55:00 CDT 2011
FeliciaFibro,I guess I'm cooling my brain a lot today RT @newtimeswell Really? The Claim: Yawning Cools the Brain nyti.ms/pnpHqO #spoonie #fibro,Mon Oct 03 12:55:23 CDT 2011
MTmarilyn2,RT @davidaxelrod: Globally  people are marching  even dying  for democracy. Shameful that in USA  GOP is trying to discourage voting. http://nyti.ms/maer05,Mon Oct 03 12:55:30 CDT 2011
sciencecomedian,RT @enterspaceblog @Revkin: institutional flowchart on how to create a climate disinformation campaign. nyti.ms/pUaJP3,Mon Oct 03 12:55:35 CDT 2011
Franqboy,Libya Leaders Promise New Government After Qaddafi Hometown Captured nyti.ms/qUlZ2h,Mon Oct 03 12:55:57 CDT 2011
Me4obama,RT @davidaxelrod: Globally  people are marching  even dying  for democracy. Shameful that in USA  GOP is trying to discourage voting. http://nyti.ms/maer05,Mon Oct 03 12:56:50 CDT 2011
carrieinco,RT @davidaxelrod: Globally  people are marching  even dying  for democracy. Shameful that in USA  GOP is trying to discourage voting. http://nyti.ms/maer05,Mon Oct 03 12:59:20 CDT 2011
JordanLawrence,Steve Martin and NC's own Steep Canyon Rangers named bluegrass entertainer of the year. nyti.ms/nINltk,Mon Oct 03 12:59:26 CDT 2011
ShuffleMagazine,Steve Martin and NC's own Steep Canyon Rangers named bluegrass entertainer of the year. nyti.ms/nINltk,Mon Oct 03 12:59:49 CDT 2011
decontacto,por todo lo que hay que ver...® NY desde el cielo - Yann Arthus-Bertrand City Geometry  Seen From Above: http://t.co/qgiYab6s,Mon Oct 03 13:00:16 CDT 2011
ogaopticos,por todo lo que hay que ver...® NY desde el cielo - Yann Arthus-Bertrand City Geometry  Seen From Above: http://t.co/JgtugE4G,Mon Oct 03 13:00:16 CDT 2011
JeffreyLMolter,NYT -- Universities Could Get Turned On Their Heads by Technology - An Experiment in the Offing? -http://nyti.ms/mRq0SX,Mon Oct 03 13:02:06 CDT 2011
JOBoomr,RT @davidaxelrod: Globally  people are marching  even dying  for democracy. Shameful that in USA  GOP is trying to discourage voting. http://nyti.ms/maer05,Mon Oct 03 13:02:08 CDT 2011
morphusbfly,RT @davidaxelrod: Globally  people are marching  even dying  for democracy. Shameful that in USA  GOP is trying to discourage voting. http://nyti.ms/maer05,Mon Oct 03 13:02:20 CDT 2011
ruralhybrid,RT @ShuffleMagazine: Steve Martin and NC's own Steep Canyon Rangers named bluegrass entertainer of the year. nyti.ms/nINltk,Mon Oct 03 13:04:00 CDT 2011
Rene_Schlegel,Tumblr's steady rise for 4 years indicates it could be sustainable. One of the platforms that will survive. http://nyti.ms/qLUDhH,Mon Oct 03 13:08:01 CDT 2011
benmcneely,RT @ShuffleMagazine: Steve Martin and NC's own Steep Canyon Rangers named bluegrass entertainer of the year. nyti.ms/nINltk,Mon Oct 03 13:08:05 CDT 2011
jennydorgan,RT @SlowFoodUSA: RT @nytimes: Readers have posed 300 food Qs for @michaelpollan. He'll answer the most popular ones. Vote & add yours: nyti.ms/oO7HfD,Mon Oct 03 13:09:59 CDT 2011
theNPRMap,RT @NPR: Got a friend who's lost w/out a public radio station to hear? NYT @frugaltraveler says get them the NPR Map http://nyti.ms/dZTKur,Mon Oct 03 13:11:36 CDT 2011
HumphreyKing,RT @margotmain: E-Mails Reveal Early #WhiteHouse Worries Over #Solyndra : http://t.co/S21FANlq gov't bankrupted us using r taxes,Mon Oct 03 13:11:55 CDT 2011
ingoodcmpny,interesting article on how coupon sites can disservice entrepreneurs. we've had lots of convos about this recently! nyti.ms/qY5leH,Mon Oct 03 13:12:07 CDT 2011
DesignExchange,Suspended Animation - Design duo Moss & Lam find mobiles appropriate for home use at the DX shop http://t.co/QenLXyr4 http://t.co/CyJlbHV7,Mon Oct 03 13:12:11 CDT 2011
felipeagne,the times they are a-changin' >> @nytimes Anti-Wall Street Protests Spread to Other Cities nyti.ms/ocFxx9,Mon Oct 03 13:16:03 CDT 2011
lifesafeast,Wow! Fabulous! @drwinnie gets a shout out from the NYTimes. nyti.ms/opYeJP,Mon Oct 03 13:16:27 CDT 2011
jaykeith,RT @ingoodcmpny: interesting article on how coupon sites can disservice entrepreneurs. we've had lots of convos about this recently! nyti.ms/qY5leH,Mon Oct 03 13:17:17 CDT 2011
megandemarco,Looks like NJ protests planned in Trenton and Jersey City thurs. RT @nytimes Anti-Wall Street Protests Spread to Other Cities nyti.ms/ocFxx9,Mon Oct 03 13:17:37 CDT 2011
AugEbLaw,These protests are so close to our office! RT @nytimes Anti-Wall Street Protests Spread to Other Cities nyti.ms/ocFxx9,Mon Oct 03 13:21:56 CDT 2011
CreativCulinary,Congrats Winnie. RT @lifesafeast: Wow! Fabulous! @drwinnie gets a shout out from the NYTimes. nyti.ms/opYeJP,Mon Oct 03 13:25:25 CDT 2011
mangiafagioli,RT @artsbeat Broadway Musical on Strauss-Kahn Incident Planned nyti.ms/mQmsHx,Mon Oct 03 13:25:58 CDT 2011
reidpillifant,"“I relate well to your view that gov is a crappy vc""http://nyti.ms/qNzak4",Mon Oct 03 13:27:12 CDT 2011
JSGD_,yes  so many clients w bad experiences - luckily @getprivy is coming soon! RT @ingoodcmpny interesting article... nyti.ms/qY5leH /via,Mon Oct 03 13:29:03 CDT 2011
mike902,gonna be a sad life post-diggnation RT @alexalbrecht: The end of an era  it's been GREAT! Thanks everyone! nyti.ms/qmllcS,Mon Oct 03 13:31:01 CDT 2011
thetomatotart,Yay! RT @creativculinary: Congrats Winnie. RT @lifesafeast: Wow! Fabulous! @drwinnie gets a shout out from the NYTimes. nyti.ms/opYeJP,Mon Oct 03 13:31:45 CDT 2011
rtaibah,Indeed! thx for the many times you butchered my name! RT @alexalbrecht The end of an era  it's been GREAT!  Thanks everyone! nyti.ms/qmllcS,Mon Oct 03 13:32:19 CDT 2011
JustJon,Diggnation to officially end in December. nyti.ms/pu7Ej4,Mon Oct 03 13:32:35 CDT 2011
philipbrown,GUTTED :( RT @alexalbrecht The end of an era  it's been GREAT! Thanks everyone! nyti.ms/qmllcS @kevinrose @dlprager @glennmc @grahamhancock,Mon Oct 03 13:34:01 CDT 2011
smithbites,RT @lifesafeast: Wow! Fabulous! @drwinnie gets a shout out from the NYTimes. nyti.ms/opYeJP,Mon Oct 03 13:35:17 CDT 2011
Lumpy_D,Are you F'n kidding me? Nooooooo.  RT @kevinrose @alexalbrecht The end of an era  it's been GREAT!  Thanks everyone! nyti.ms/qmllcS,Mon Oct 03 13:35:41 CDT 2011
Lumpys_Stuff,Are you F'n kidding me? Nooooooo.  RT @kevinrose @alexalbrecht The end of an era  it's been GREAT!  Thanks everyone! nyti.ms/qmllcS,Mon Oct 03 13:35:42 CDT 2011
LumpyThoughts,Are you F'n kidding me? Nooooooo.  RT @kevinrose @alexalbrecht The end of an era  it's been GREAT!  Thanks everyone! nyti.ms/qmllcS,Mon Oct 03 13:35:42 CDT 2011
megandemarco,Spotted in Caucus video: back of @gingergibsonsl and @lisafleisher's heads around 1:51: nyti.ms/nZbe0c,Mon Oct 03 13:42:21 CDT 2011
ioetx,RT @nytimesworld: World Briefing | Africa: Western Sahara: Report of Torture http://nyti.ms/eyeCSs,Mon Oct 03 13:43:50 CDT 2011
gohome190,Really gonna miss #diggnation RT @alexalbrecht The end of an era  it's been GREAT! Thanks everyone! nyti.ms/qmllcS,Mon Oct 03 13:48:13 CDT 2011
jonlangcomedy,The 99% are also job creators  e.g.   MT @Jeffersonians #occupywallstreet now seen a a tourist attraction - nyti.ms/nZVOps #99percent,Mon Oct 03 13:48:53 CDT 2011
jnamadan,Good luck! Gonna miss you guys @kevinrose @alexalbrecht @glennmc & @dlprager nyti.ms/pIkXLJ #diggnation.,Mon Oct 03 13:54:43 CDT 2011
jeangoes,:( RT @alexalbrecht The end of an era  it's been GREAT! Thanks everyone! nyti.ms/qmllcS,Mon Oct 03 13:55:41 CDT 2011
jodyms,Good one RT @ahier RT @SusannahFox: Peer-to-peer hlthcare: @andrewschorr describes how fellow pts guided him to better care nyti.ms/pbOIgO,Mon Oct 03 13:58:44 CDT 2011
sparrowlab,Hell yes. Unpaid interns are standing up and fighting back: nyti.ms/qqwcay,Mon Oct 03 13:59:39 CDT 2011
kianarama,#thesprawl RT @NYTMetro City Room: Subway Officials Take Aim at Crowding on L Train nyti.ms/okYmcD,Mon Oct 03 14:02:01 CDT 2011
FardigJudith,RT @davidaxelrod: Globally  people are marching  even dying  for democracy. Shameful that in USA  GOP is trying to discourage voting. http://nyti.ms/maer05,Mon Oct 03 14:03:00 CDT 2011
pantagrapher,RT @sparrowlab: Hell yes. Unpaid interns are standing up and fighting back: nyti.ms/qqwcay,Mon Oct 03 14:03:01 CDT 2011
CalcChat,RT @nytimeslearning: Approximately what % of the world's 6.8 billion people visit Facebook every day? Test Yourself math: http://nyti.ms/...,Mon Oct 03 14:05:11 CDT 2011
cpreston,RT @opensociety George #Soros pledges $27.4 million for #MillenniumVillages project in #Africa. nyti.ms/ocINsi,Mon Oct 03 14:05:34 CDT 2011
cpreston,"Gotta love living donors. AP: OSF board 1st opposed $ to Mill Villages.[Soros] said he gave anyway  ""because it was my money"" nyti.ms/ocINsi",Mon Oct 03 14:10:07 CDT 2011
wenderly,AWESOME! You GO girl! RT @EthanAdeland More people discovering the awesomeness that is @drwinnie! NY times baby! nyti.ms/r1bR1o,Mon Oct 03 14:12:02 CDT 2011
SaraLibby,For the few who aren't complaining about all the Amanda Knox coverage  here's Tim Egan's wonderful 2009 column on the case: nyti.ms/6k14nS,Mon Oct 03 14:14:05 CDT 2011
markoleszczak,Damn - this sucks. Diggnation officially will end this December. Confirmed by Alex & Kevin nyti.ms/qmllcS,Mon Oct 03 14:21:42 CDT 2011
Sustainprof,RT @SlowFoodUSA: RT @nytimes: Readers have posed 300 food Qs for @michaelpollan. He'll answer the most popular ones. Vote & add yours: nyti.ms/oO7HfD,Mon Oct 03 14:29:00 CDT 2011
IHTLuxury,"Suzy Menkes ""Sport is in the air. Perhaps for British designers like Stella McCartney it's a foretaste of the Olympics""http://nyti.ms/neL6CV",Mon Oct 03 14:29:23 CDT 2011
Sam0oy,#USA support Protests & riots n #Bahrain but utterly nix it n USA?!! Anti-Wall Street Protests Spread to Other Cities nyti.ms/ocFxx9,Mon Oct 03 14:32:01 CDT 2011
Seekadoo2,"#OccupyWallStreet Protests Spread to Chicago  L.A. & Other Cities. It's about ""stopping corporate greed"" nyti.ms/ovxRax #labor #p2",Mon Oct 03 14:33:03 CDT 2011
baznet,Accountability? RT @db Disgusting. The TSA harasses @HRLori > Airport Pat-Down for Breast Cancer Patient: nyti.ms/rjtPy4,Mon Oct 03 14:33:11 CDT 2011
IVshow,RT @SlowFoodUSA: RT @nytimes: Readers have posed 300 food Qs for @michaelpollan. He'll answer the most popular ones. Vote & add yours: nyti.ms/oO7HfD,Mon Oct 03 14:35:23 CDT 2011
krista_jahnke,Please listen #Vancouver developers RT @aarief: Shifting the Suburban Paradigm: nyti.ms/qrapBi #suburbs #design #architecture,Mon Oct 03 14:40:31 CDT 2011
EWSDirectory,RT @jaycbee Nice! @NYT_JenPreston 's look at how @petecashmore built @Mashable into social media powerhouse. nyti.ms/pWEKLD RT @sree,Mon Oct 03 14:41:18 CDT 2011
randpc,With frosting falling off ! RT @jonathanmiller Think Wedding Cakes - White Brick Buildings Suddenly Are Showing Their Age: nyti.ms/oanx1R,Mon Oct 03 14:44:51 CDT 2011
chimasessions,Dozens of Arrests Reported in Central Syria via @nytimes -- nyti.ms/qrJITo #syria #uprising,Mon Oct 03 14:49:10 CDT 2011
vangeest,Daniel Kahneman - NYT Sunday Magazine  Why Do Sandwiches Taste Better When Someone Else Makes Them?http://nyti.ms/p1XnGB via @edge,Mon Oct 03 14:49:25 CDT 2011
dbernstein,Less than 2 weeks after I gave Lowenstein props in the Phoenix! #mapoli RT @thecaucus: Kerry Adviser Becomes a Lobbyist nyti.ms/o4UD1W,Mon Oct 03 14:49:42 CDT 2011
HSC_NY,NYTimes: Hispanic Children in Poverty Exceed Whites  Study Finds nyti.ms/nfPNTR via @calbanetti,Mon Oct 03 14:50:08 CDT 2011
quirkbooks,RT @taft2012: The NY Times saw fit to mention the upcoming book about my recent resurrection (political & otherwise) http://t.co/6GpcBcPU,Mon Oct 03 14:53:35 CDT 2011
dansaltzstein,Love this. No wonder their service is freakishly great. RT @sweetblogomine EMP: always classy. Sign Dining: nyti.ms/nuS8fg,Mon Oct 03 14:55:24 CDT 2011
PSoo3,A U.S.-Backed Geothermal Plant in Nevada Struggles: http://t.co/ecEDIEB8,Mon Oct 03 15:02:08 CDT 2011
ChaiChatter,Invest in those safety boxes at the bank I'm telling you RT @ChicPapier Bay Area Thieves Seeking Gold Target Indo-Americans: nyti.ms/nVfgEm,Mon Oct 03 15:07:26 CDT 2011
jeannewman,Anti-Wall Street Protests Spread to Other Cities: http://t.co/64VWT2QP Yes! Finally! Let's get on this  MSM.,Mon Oct 03 15:08:56 CDT 2011
heycait,I detest all forms of pda  including #PDApda . RT @catybennett You Love Your iPhone. Literally.: nyti.ms/omQvFa,Mon Oct 03 15:10:12 CDT 2011
dblanchard,Didn't know any of these still existed. RT @mediadecodernyt: Rhapsody to Acquire Napster in Deal With Best Buy nyti.ms/pctiI1,Mon Oct 03 15:13:07 CDT 2011
MrTwitty92,NYTimes: Woods Falls Out of Top 50 in World Ranking http://t.co/6ScRBM6k Wow!!,Mon Oct 03 15:18:06 CDT 2011
andykristian,@Mukulaa  See the NYT photo essay on health-care in Uganda nyti.ms/onNkup  & my photo essay here bit.ly/iSaZPQ #MaternalHealth,Mon Oct 03 15:18:29 CDT 2011
camdenluxford,Mashable >> Social Media News Site Gains Clout http://nyti.ms/r7B BPV @nytimes,Mon Oct 03 15:23:53 CDT 2011
Cubfnatic,Check out NY Times Magazine about soaps that mentions @crystalchappell & Venice! nyti.ms/nrBY4y,Mon Oct 03 15:26:24 CDT 2011
LiiaAnn,This is awesome! I can give this to my Bali family's village! Yay RT @iansomerhalder Wow! Welcome Life Straw nyti.ms/qNAFin,Mon Oct 03 15:35:03 CDT 2011
Stylish_Desi,RT @ChaiChatter: Invest in those safety boxes at the bank I'm telling you RT @ChicPapier Bay Area Thieves Seeking Gold Target Indo-Americans: nyti.ms/nVfgEm,Mon Oct 03 15:35:57 CDT 2011
MattMadderra,My favorite web show  @Diggnation  is ending in December after 6 years & 300+ episodes!  Gonna miss watching every Wednesday. nyti.ms/oPgHfW,Mon Oct 03 15:36:09 CDT 2011
jaynerly,Yay Winnie!! RT @lifesafeast: Wow! Fabulous! @drwinnie gets a shout out from the NYTimes. nyti.ms/opYeJP,Mon Oct 03 15:36:40 CDT 2011
anothercc,RT @Cubfnatic: Check out NY Times Magazine about soaps that mentions @crystalchappell & Venice! nyti.ms/nrBY4y,Mon Oct 03 15:39:22 CDT 2011
kalindiAINN,"@JeffreyLichtens Discuss: ""Why our nation's current political discord can't be solved by voting"" nyti.ms/n0l03o #epistemologicaldissonance",Mon Oct 03 15:46:26 CDT 2011
redesignarabia,"RT @sandra_hiari: Why can't #architecture of homes keep up with technological advancements? ""Shifting the Suburban Paradigm"" nyti.ms/rrpsid probes into this.",Mon Oct 03 15:46:38 CDT 2011
Green_Order,"RT @dsaccardi: @DovSeidman: CEOs' new mindset that ""out"" & ""in"" no longer apply in a hyperconnected world @NYTimesFriedman nyti.ms/p8cRGS",Mon Oct 03 15:50:06 CDT 2011
LIFTlevantate,Had a hot-topic food question on your mind? From GMOs  gluten allergies and food system predictions  perhaps... http://t.co/Jx4F9f6l,Mon Oct 03 15:54:23 CDT 2011
eatlivtravwrite,Well deserved! @drwinnie gets a shout out from the NYTimes. nyti.ms/opYeJP,Mon Oct 03 15:54:31 CDT 2011
EcoLogicNW,RT @SlowFoodUSA: RT @nytimes: Readers have posed 300 food Qs for @michaelpollan. He'll answer the most popular ones. Vote & add yours: nyti.ms/oO7HfD,Mon Oct 03 15:55:06 CDT 2011
pjfeinstein,I find it frustrating when fashion/lifestyle bloggers post the same thing at the same time. Now I understand why: nyti.ms/oBBC7i,Mon Oct 03 16:00:07 CDT 2011
SavorySweetLive,Congrats! RT @eatlivtravwrite: Well deserved! @drwinnie gets a shout out from the NYTimes. nyti.ms/opYeJP,Mon Oct 03 16:04:07 CDT 2011
jasonswebster,@tdreyno It sounds like the guys will still be working on it. It seems like a Joyent/Node  37signals/rails NYTi/all their stuff situation,Mon Oct 03 16:08:56 CDT 2011
ciruelas_rojas,"Article from 2009 MT @rezaaslan Radical #Israel settlers' ""Price Tag Policy"" to rid Occupied Territories of #Palestinians nyti.ms/owponj",Mon Oct 03 16:10:41 CDT 2011
jenpelka,RT @gradieO Who knew the secret to the turkey at #Torrisi was saran wrap? So good. nyti.ms/cxZz3W  Seriously  that dinner was off the chain,Mon Oct 03 16:11:56 CDT 2011
epsociety,Reasons for Reason by Michael P. Lynch @NYTimes nyti.ms/nI5a9l,Mon Oct 03 16:15:26 CDT 2011
VoicOfReason,"RT @epsociety: ""Reasons for Reason"" by Michael P. Lynch @NYTimes nyti.ms/nI5a9l",Mon Oct 03 16:15:52 CDT 2011
jeffreymbonilla,Planets in the Sky With Diamonds: http://t.co/QopHRnGU possible planets found,Mon Oct 03 16:20:36 CDT 2011
pabloroux,;( RT @aibrah #in One of 3 Chosen for Nobel in Medicine Died Days Ago: nyti.ms/pI49E3,Mon Oct 03 16:21:35 CDT 2011
ruthsamuelson,Great Ethicist: Guy avoids pizza chain b/c of its treatment of immig. workers but wonders if he can still get a free slice. nyti.ms/oIczXa,Mon Oct 03 16:26:48 CDT 2011
MyFoodThoughts,They know a good blog when they see one RT @eatlivtravwrite: Well deserved! @drwinnie gets a shout out from the NYTimes. nyti.ms/opYeJP,Mon Oct 03 16:29:41 CDT 2011
EIMath,The Architecture of New York: A Lesson in Geometry.  Which shapes can your kids find in this rich city? - nyti.ms/qL0rfS (via @mathteachers),Mon Oct 03 16:30:03 CDT 2011
TPCarney,RT @carney The Krug links to Liberal Insider editor @thestalwart nyti.ms/pZViNI”,Mon Oct 03 16:31:55 CDT 2011
TheDigitalBall,Great read in the @nytimes this morning about how @Mashable came to be what it is today: http:/:nyti.ms/oBUyqN,Mon Oct 03 16:32:52 CDT 2011
SuziSteffen,Genius headline: RT @nytimesscience Vital Statistics: Autopsies Waning  Except on Television nyti.ms/mPkBcd,Mon Oct 03 16:34:12 CDT 2011
PemiBlue,“It is the most significant rollback in voting rights in decades.” ~ Michael Waldman of the Brennan Center nyti.ms/rnDNU2,Mon Oct 03 16:38:32 CDT 2011
mwpseattle,RT @EIMath: The Architecture of New York: A Lesson in Geometry.  Which shapes can your kids find in this rich city? - nyti.ms/qL0rfS (via @mathteachers),Mon Oct 03 16:39:25 CDT 2011
PemaYoko,Last #monday two teenage #monks self immolated in #Tibet  Today another one sets himself on fire hold pic of the #Dalailama nyti.ms/n2Ytpl,Mon Oct 03 16:39:42 CDT 2011
SFTUK,Last #monday two teenage #monks self immolated in #Tibet  Today another one sets himself on fire hold pic of the #Dalailama nyti.ms/n2Ytpl,Mon Oct 03 16:39:42 CDT 2011
andyh_3728,RT @SFTUK: Last #monday two teenage #monks self immolated in #Tibet  Today another one sets himself on fire hold pic of the #Dalailama nyti.ms/n2Ytpl,Mon Oct 03 16:40:21 CDT 2011
twinq,NYTimes: E-Mails Reveal Early White House Worries Over Solyndra http://nyti.ms/,Mon Oct 03 16:41:23 CDT 2011
PemaYoko,#China's brutality in #Tibet is too much for Tibetans  they set themselves on fire to end their surfferings nyti.ms/n2Ytpl #humanrights #uk,Mon Oct 03 16:41:55 CDT 2011
SFTUK,#China's brutality in #Tibet is too much for Tibetans  they set themselves on fire to end their surfferings nyti.ms/n2Ytpl #humanrights #uk,Mon Oct 03 16:41:55 CDT 2011
Bthe0neand0nly,Ouch... and why do they still only recommend this for girls RT @nytimes Study Cites Increase in Throat Cancers Caused by HPV nyti.ms/n9Cw5w,Mon Oct 03 16:42:39 CDT 2011
betharky,I read it. You? RT @nytimes #Mashable  Once a One-Man Blog  Gains Clout in #SocialMedia nyti.ms/npSTzV,Mon Oct 03 16:43:17 CDT 2011
jmslv,RT @SFTUK: Last #monday two teenage #monks self immolated in #Tibet  Today another one sets himself on fire hold pic of the #Dalailama nyti.ms/n2Ytpl,Mon Oct 03 16:45:40 CDT 2011
LaPhemmePhoodie,Fabulous! RT @eatlivtravwrite: Well deserved! @drwinnie gets a shout out from the NYTimes. nyti.ms/opYeJP,Mon Oct 03 16:49:52 CDT 2011
JoyManning,Agreed! Congrats! Fabulous! RT @eatlivtravwrite: Well deserved! @drwinnie gets a shout out from the NYTimes. nyti.ms/opYeJP,Mon Oct 03 16:52:04 CDT 2011
samency,RT @Cubfnatic: Check out NY Times Magazine about soaps that mentions @crystalchappell & Venice! nyti.ms/nrBY4y,Mon Oct 03 16:55:13 CDT 2011
maggiewest,Where are all the photos of @fredbutlerstyle 's work?!  Hmmmmmm?!  RT @nytimesstyle Hat Makers With Attitude nyti.ms/oh0L6T,Mon Oct 03 16:56:09 CDT 2011
Batoolii,"This is scary just to read. ""@iraqsolidarity 2 More Attacks in Iraq’s Restive Anbar Province nyti.ms/nPIb6F""",Mon Oct 03 16:58:04 CDT 2011
Batoolii,"This is scary just to read. ""@iraqsolidarity 2 More Attacks in Iraq’s Restive Anbar Province nyti.ms/nPIb6F """,Mon Oct 03 16:59:39 CDT 2011
mistajonez,Nice story on the NC Teaching Fellows program - too bad the GOP is slashing it nyti.ms/qmrdRw #NCGA,Mon Oct 03 17:06:13 CDT 2011
freerangechef,RT @SlowFoodUSA: RT @nytimes: Readers have posed 300 food Qs for @michaelpollan. He'll answer the most popular ones. Vote & add yours: nyti.ms/oO7HfD,Mon Oct 03 17:06:22 CDT 2011
palibOo229,@MsKayB_ lol ayyyyt! I'm rock up there on saturday! Nyway nyti nyt babe! Bon Voyage tomorrow*,Mon Oct 03 17:08:21 CDT 2011
MelissaOnline,Really? The Claim: Yawning Cools the Brain - NYTimes.com nyti.ms/roCkpC via @addthis @HPSelf,Mon Oct 03 17:12:50 CDT 2011
archtalks,RT @macfound Architect and MacArthur Fellow Jeanne Gang answers questions on her new fellowship  #Chicago & future work plans nyti.ms/pVyUYh,Mon Oct 03 17:17:00 CDT 2011
andypvd,YES! @Stanford  disrupting #online #education works hand-in-hand w/perfecting the on-campus experience http://nyti.ms #pvd @brownuniversity,Mon Oct 03 17:18:39 CDT 2011
andrewxhill,RT @educatdignorant: NYT Editorial: nyti.ms/r7Qvq0 & NY Daily News op-ed: nydn.us/nPrcMD #EastRiverGreenway #UN,Mon Oct 03 17:20:36 CDT 2011
Idaho_Spuds,RT @ nytimesdining Recipes for Chicken Dishes nyti.ms/mXL41r,Mon Oct 03 17:32:10 CDT 2011
Idaho_Spuds,RT @nytimesdining Recipes for Chicken Dishes nyti.ms/mXL41r,Mon Oct 03 17:33:47 CDT 2011
abenawra,#Mashable  Once a One-Man Blog  Gains Clout in Social Media: http://nyti.ms/ @mashable,Mon Oct 03 17:45:23 CDT 2011
